,Unnamed: 0,Villageid,Primary_key,LPCD_Weighted,LPCD_Min,LPCD_Max,State name,District name,Block name,Gram panchayat,Village name,Sample source,Sample Id,Lab name,Lab name agg,Scheme Type,Sample collection,Sample tested,Free residual Chlorine (mg/l),Total Alkalinity (as Calcium Carbonate) (mg/l),Turbidity (NTU),TDS (mg/l),Fluoride (as F) (mg/l),Colour (Hazen units),Total Hardness (As CaCO3) (mg/l),Sulphate (as SO4) (mg/l),Total coliform (CFU/ 100 ml),Iron (As Fe) (mg/l),E. coli (CFU/100 ml),Odour (NA),Chloride (as Cl) (mg/l),Nitrate (as NO3) (mg/l),pH (NA),Arsenic (mg/l),S.No.,State,StateId,District,DistrictId,Block,BlockId,Panchayat,PanchayatId,Village,Census Village Name,Census Village Code,LGD Villageid,LGD Village Name,Tot Pop,SC Pop,ST Pop,GEN Pop,No. of House Holds,House Connection Provided as on 01/04/2024,Houseconnection Provided in 2024-2025 including private connection,Status
199,199,158249.0,HUNSUR_GOVINDANAHALLI_CHIKKAHUNSUR,20.79,20.79,20.79,Karnataka,Mysuru,Hunsur,Govindanahalli,CHIKKAHUNSUR,Anganwadi name : HALE CHIKKAHUNSURU,U696709S18268604,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,07/02/2024,08/02/2024,,319.3,0.3857142857142857,752.2857142857143,0.8442857142857143,1.0,415.6642857142857,35.10857142857143,0.0,0.2742857142857143,,0.0,74.94714285714285,19.914285714285715,7.399999999999999,,203,Karnataka,15,Mysuru,202,HUNSUR,2579,GOVINDANAHALLI,63064,CHIKKAHUNSUR,Chikkahunsur,618421.0,618421,CHIKKAHUNSUR,756,191,250,315,167,167,0,
200,200,158248.0,HUNSUR_GOVINDANAHALLI_GOVINDANAHALLI,27.48,25.41,30.45,Karnataka,Mysuru,Hunsur,Govindanahalli,Govindanahalli,Anganwadi name : Azad Nagara 1,U696709S18268593,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,07/02/2024,08/02/2024,,408.8933333333334,0.475,956.6666666666666,0.8833333333333333,1.0,534.8758333333334,44.734166666666674,0.0,0.3508333333333333,,0.0,87.30166666666668,42.945,7.491666666666667,,204,Karnataka,15,Mysuru,202,Hunsur,2579,Govindanahalli,63064,Govindanahalli,Govindanahalli,618422.0,618422,Govindanahalli,1716,1,420,1295,320,205,0,
201,201,158247.0,HUNSUR_GOVINDANAHALLI_HANCHYA,39.89,39.89,39.89,Karnataka,Mysuru,Hunsur,Govindanahalli,Hanchya,"Source Type : Deep Tubewell, location : village limit",U696709S18268561,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,07/02/2024,08/02/2024,,340.544,0.2799999999999999,821.2,0.656,1.0,449.208,41.974,0.0,0.298,,0.0,87.73800000000001,36.708,7.42,,205,Karnataka,15,Mysuru,202,Hunsur,2579,Govindanahalli,63064,Hanchya,Hanchya,618423.0,618423,Hanchya,592,0,92,500,145,144,0,
202,202,158253.0,HUNSUR_GOVINDANAHALLI_KOTTEGEKAVAL,50.09,50.09,50.09,Karnataka,Mysuru,Hunsur,Govindanahalli,Kottegekaval,"Source Type : Deep Tubewell, location : village limit",U696709S18268550,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,07/02/2024,08/02/2024,,429.4266666666667,0.4166666666666667,987.3333333333334,0.755,1.0,531.15,49.10333333333333,0.0,0.31,,0.0,106.03666666666668,35.321666666666665,7.466666666666666,,206,Karnataka,15,Mysuru,202,Hunsur,2579,Govindanahalli,63064,Kottegekaval,Kottigekaval,618375.0,618375,Kottigekaval,326,0,233,93,64,64,0,
203,203,158120.0,HUNSUR_GOVINDANAHALLI_RAMENAHALLI,50.26,50.26,50.26,Karnataka,Mysuru,Hunsur,Govindanahalli,RAMENAHALLI,"Source Type : Deep Tubewell, location : village limit",U696709S18268637,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,07/02/2024,08/02/2024,,320.3233333333333,0.5499999999999999,730.0,0.735,1.0,384.345,40.18666666666667,0.0,0.3,,0.0,68.36,39.63166666666667,7.399999999999999,,207,Karnataka,15,Mysuru,202,HUNSUR,2579,GOVINDANAHALLI,63064,RAMENAHALLI,Ramenahalli,618349.0,618293,Ramenahalli,951,0,173,778,224,224,0,
204,204,158289.0,HUNSUR_GURUPURA_KURUBARA HOSAHALLI,48.41,31.8,50.46,Karnataka,Mysuru,Hunsur,Gurupura,Kurubara Hosahalli,"Source Type : Deep Tubewell, location : village limit",U696709S11484422,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,11/04/2023,12/04/2023,,388.1127272727272,0.7363636363636363,855.2727272727273,1.000909090909091,1.0,454.1154545454546,53.45272727272727,,0.3281818181818182,,0.0,89.78363636363636,16.849999999999998,7.418181818181818,,208,Karnataka,15,Mysuru,202,Hunsur,2579,Gurupura,299736,Kurubara Hosahalli,Kurubarahosahalli,618401.0,618401,Kurubarahosahalli,2696,276,269,2151,558,165,0,
205,205,158288.0,HUNSUR_GURUPURA_VARANCHI,45.4,33.04,50.53,Karnataka,Mysuru,Hunsur,Gurupura,Varanchi,"Source Type : Deep Tubewell, location : village limit",U696709S11465884,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,10/04/2023,11/04/2023,,420.95142857142855,0.6642857142857144,986.6428571428572,0.9853571428571428,1.0,519.8210714285714,57.85928571428571,,0.3664285714285714,,0.0,108.36964285714284,39.60428571428572,7.446428571428571,,209,Karnataka,15,Mysuru,202,Hunsur,2579,Gurupura,299736,Varanchi,Varanchi Or Gurupura,618402.0,618402,Varanchi Or Gurupura,3644,910,288,2446,872,692,0,
206,206,158115.0,HUNSUR_HALEBEEDU_BOOCHAHALLI,47.27,47.27,47.27,Karnataka,Mysuru,Hunsur,Halebeedu,Boochahalli,School name : LPS,U696709S13707035,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,18/07/2023,19/07/2023,,453.4266666666667,1.3333333333333333,1060.6666666666667,0.8816666666666667,1.0,561.8383333333333,49.325,0.0,0.37,,0.0,127.99666666666668,42.01,7.399999999999999,,210,Karnataka,15,Mysuru,202,Hunsur,2579,Halebeedu,63044,Boochahalli,Boochahalli,618454.0,618454,Boochahalli,437,0,0,437,110,110,0,
207,207,158111.0,HUNSUR_HALEBEEDU_HALEBEEDU,48.46,48.46,48.46,Karnataka,Mysuru,Hunsur,Halebeedu,Halebeedu,"Source Type : Deep Tubewell, location : village limit",U696709S13708014,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,18/07/2023,19/07/2023,,382.16,0.6636363636363636,899.6363636363636,0.8845454545454546,1.0,504.45272727272726,37.57454545454545,0.0,0.3481818181818182,,0.0,81.73545454545454,35.35636363636364,7.472727272727273,,211,Karnataka,15,Mysuru,202,Hunsur,2579,Halebeedu,63044,Halebeedu,Halebeedu,618450.0,618450,Halebeedu,2463,430,754,1279,790,790,0,
208,208,158107.0,HUNSUR_HALEBEEDU_MAIDANAHALLI,38.75,38.75,38.75,Karnataka,Mysuru,Hunsur,Halebeedu,Maidanahalli,"Source Type : Deep Tubewell, location : viilage limit",U696709S13673291,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,17/07/2023,18/07/2023,,344.1133333333333,0.6333333333333333,785.3333333333334,0.9783333333333334,1.0,443.06666666666666,37.13666666666666,0.0,0.3233333333333333,,0.0,64.42833333333333,18.31833333333333,7.333333333333333,,212,Karnataka,15,Mysuru,202,Hunsur,2579,Halebeedu,63044,Maidanahalli,Madahalli,618380.0,618449,Mydanahalli,495,273,0,222,131,131,0,
209,209,590009.0,HUNSUR_HALEBEEDU_SABBANAHALLI,55.5,55.5,55.5,Karnataka,Mysuru,Hunsur,Halebeedu,SABBANAHALLI,"Source Type : River, location : Cauvery Water Supply Near Bellgola",U696709S13673361,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,17/07/2023,18/07/2023,,456.42,0.9166666666666666,1064.3333333333333,0.9666666666666668,1.0,596.5383333333333,59.195,0.0,0.36,,0.0,110.21,32.49666666666666,7.533333333333334,,213,Karnataka,15,Mysuru,202,HUNSUR,2579,HALEBEEDU,63044,SABBANAHALLI,Sabbanahalli,618457.0,618457,Sabbanahalli,335,25,220,90,87,87,0,
210,210,158110.0,HUNSUR_HALEBEEDU_VADDARAHALLI,54.39,51.88,55.83,Karnataka,Mysuru,Hunsur,Halebeedu,Vaddarahalli,"Source Type : Deep Tubewell, location : village limit",U696709S13738713,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,19/07/2023,20/07/2023,,323.3694117647059,0.4058823529411764,677.6470588235294,0.8658823529411765,1.0,374.4723529411765,31.134117647058822,0.0,0.3011764705882353,,0.0,55.26470588235294,15.739999999999998,7.488235294117647,,214,Karnataka,15,Mysuru,202,Hunsur,2579,Halebeedu,63044,Vaddarahalli,Vaddarahalli,618451.0,618451,Vaddarahalli,1207,310,1,896,323,323,0,
211,211,158205.0,HUNSUR_HANAGODU_GOWDIKERE,25.22,25.22,25.22,Karnataka,Mysuru,Hunsur,Hanagodu,Gowdikere,"Others, location : Near Annekere",U696709S12093596,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,19/05/2023,20/05/2023,,260.36,0.7333333333333334,557.3333333333334,0.7233333333333333,1.3333333333333333,283.5233333333333,25.39,,0.27,,0.0,36.72666666666667,29.76333333333333,7.266666666666667,,215,Karnataka,15,Mysuru,202,Hunsur,2579,Hanagodu,63057,Gowdikere,Gowdikere,618363.0,618363,Gowdikere,3514,712,286,2516,880,183,0,
212,212,158197.0,HUNSUR_HANAGODU_HANAGODU,26.6,26.6,26.6,Karnataka,Mysuru,Hunsur,Hanagodu,Hanagodu,"Others, location : Near Chandrashetty house",U696709S17092119,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,12/12/2023,13/12/2023,,403.03,0.74,947.6,0.729,1.0,483.63499999999993,60.603,,0.291,,0.0,115.554,34.823,7.4,,216,Karnataka,15,Mysuru,202,Hunsur,2579,Hanagodu,63057,Hanagodu,Hanagodu,618369.0,618369,Hanagodu,3514,712,286,2516,880,880,0,
213,213,158199.0,HUNSUR_HANAGODU_KAMAGOWDANAHALLI,33.12,33.12,33.12,Karnataka,Mysuru,Hunsur,Hanagodu,KAMAGOWDANAHALLI,School name : H.P.S KAMEGOWDANAHALLI,U696709S17067041,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,11/12/2023,12/12/2023,,464.4714285714286,1.0142857142857142,1154.571428571429,0.9842857142857144,1.0,640.5757142857143,69.00142857142858,,0.4042857142857143,,0.0,123.66,41.25,7.428571428571429,,217,Karnataka,15,Mysuru,202,HUNSUR,2579,HANAGODU,63057,KAMAGOWDANAHALLI,Kamegowdanahalli,618362.0,618362,Kamegowdanahalli,1692,57,648,987,450,450,0,
214,214,158149.0,HUNSUR_HARAVE_CHITTAKYATHANAHALLI,40.74,40.74,40.74,Karnataka,Mysuru,Hunsur,Harave,CHITTAKYATHANAHALLI,School name : HPS CHITTIKYATHANAHALLI,U696709S18414609,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,15/02/2024,16/02/2024,,362.975,0.4499999999999999,793.0,0.945,1.0,440.2575,39.0075,0.0,0.345,,0.0,63.50750000000001,31.0025,7.45,,218,Karnataka,15,Mysuru,202,HUNSUR,2579,HARAVE,63050,CHITTAKYATHANAHALLI,Chittikyathanahalli,618310.0,618310,Chittikyathanahalli,845,341,5,499,197,197,0,
215,215,158148.0,HUNSUR_HARAVE_HARAVE,41.28,41.28,41.28,Karnataka,Mysuru,Hunsur,Harave,Harave,"Source Type : Deep Tubewell, location : village limit",U696709S18414684,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,15/02/2024,16/02/2024,,337.946,0.39,737.0,0.8699999999999999,1.0,408.129,35.817,0.0,0.309,,0.0,59.396,25.037,7.38,,219,Karnataka,15,Mysuru,202,Hunsur,2579,Harave,63050,Harave,Harave,618294.0,618294,Harave,2616,217,933,1466,649,647,0,
216,216,158147.0,HUNSUR_HARAVE_RAMENAHALLI,41.15,40.37,42.61,Karnataka,Mysuru,Hunsur,Harave,Ramenahalli,School name : L.P.S HARAVE,U696709S18414637,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,15/02/2024,16/02/2024,,355.0733333333333,0.4444444444444444,772.8888888888889,0.8766666666666666,1.0,416.51,43.88555555555556,0.0,0.2877777777777777,,0.0,71.01333333333334,24.08111111111111,7.399999999999999,,220,Karnataka,15,Mysuru,202,Hunsur,2579,Harave,63050,Ramenahalli,Ramenahalli,618293.0,618349,Ramenahalli,3351,157,1007,2187,733,506,0,
217,217,158123.0,HUNSUR_HEGGANDURU_BEERANAHALLI,37.2,37.2,37.2,Karnataka,Mysuru,Hunsur,Hegganduru,BEERANAHALLI,"Source Type : Deep Tubewell, location : village limit",U696709S18593740,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,23/02/2024,26/02/2024,,467.716,0.78,1022.8,0.959,1.0,554.25,45.654,0.0,0.352,,0.0,90.259,42.476,7.520999999999999,,221,Karnataka,15,Mysuru,202,HUNSUR,2579,HEGGANDURU,299737,BEERANAHALLI,Beeranahalli,618373.0,618373,Beeranahalli,933,463,4,466,175,175,0,
218,218,158125.0,HUNSUR_HEGGANDURU_BEERANAHALLYKAVAL,49.69,49.69,49.69,Karnataka,Mysuru,Hunsur,Hegganduru,Beeranahallykaval,"Source Type : Deep Tubewell, location : Near Road",U696709S14008281,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,28/07/2023,31/07/2023,,365.652,1.0,928.4,1.0,1.0,514.542,51.65,0.0,0.3339999999999999,,0.0,96.104,43.396,7.438,,222,Karnataka,15,Mysuru,202,Hunsur,2579,Hegganduru,299737,Beeranahallykaval,Beeranahallikaval,618372.0,618372,Beeranahallikaval,322,0,78,244,53,53,0,
219,219,158198.0,HUNSUR_HEGGANDURU_HEGGANDUR,45.2,45.2,45.2,Karnataka,Mysuru,Hunsur,Hegganduru,Heggandur,"Source Type : Deep Tubewell, location : Near Road",U696709S14055707,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,31/07/2023,01/08/2023,,377.5466666666666,0.85,913.3333333333334,0.8766666666666666,1.0,498.5683333333333,43.00833333333333,0.0,0.3366666666666666,,0.0,100.21999999999998,38.345,7.433333333333334,,223,Karnataka,15,Mysuru,202,Hunsur,2579,Hegganduru,299737,Heggandur,Heggandur,618361.0,618361,Heggandur,1792,186,36,1570,502,499,0,
220,220,158126.0,HUNSUR_HEGGANDURU_HONNENAHALLI,50.33,50.33,50.33,Karnataka,Mysuru,Hunsur,Hegganduru,HONNENAHALLI,"Source Type : Deep Tubewell, location : Near Road",U696709S18593790,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,23/02/2024,26/02/2024,,363.6914285714286,0.4142857142857142,827.7142857142857,0.8771428571428572,1.0,450.6685714285714,33.43,0.0,0.3114285714285714,,0.0,71.32571428571428,41.68571428571429,7.528571428571429,,224,Karnataka,15,Mysuru,202,HUNSUR,2579,HEGGANDURU,299737,HONNENAHALLI,Honnenahalli,618359.0,618308,Honnenahalli,750,457,0,293,185,185,0,
221,221,158117.0,HUNSUR_HEGGANDURU_HOSAKOTE,45.97,45.97,45.97,Karnataka,Mysuru,Hunsur,Hegganduru,Hosakote,School name : LPS,U696709S14008316,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,28/07/2023,01/08/2023,,323.4371428571429,0.6285714285714287,726.0,0.6428571428571429,1.0,380.0557142857143,35.79142857142857,0.0,0.3071428571428571,,0.0,65.04142857142857,36.49,7.428571428571429,,225,Karnataka,15,Mysuru,202,Hunsur,2579,Hegganduru,299737,Hosakote,Hosakote,618351.0,618351,Hosakote,743,478,55,210,161,161,0,
222,222,158122.0,HUNSUR_HEGGANDURU_KUDLURU,31.18,25.0,51.0,Karnataka,Mysuru,Hunsur,Hegganduru,Kudluru,"Others, location : Near Lakshmipura Gate",U696709S14008306,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,28/07/2023,07/08/2023,,345.0525,0.56875,754.625,0.775,0.9375,409.146875,34.305,0.0,0.293125,,0.0,67.20875000000001,29.609375,7.410625,,226,Karnataka,15,Mysuru,202,Hunsur,2579,Hegganduru,299737,Kudluru,Kudlur,618374.0,618374,Kudlur,1413,6,7,1400,297,234,0,
223,223,158200.0,HUNSUR_HEGGANDURU_VADDAMBALU,50.24,50.24,50.24,Karnataka,Mysuru,Hunsur,Hegganduru,Vaddambalu,"Source Type : Deep Tubewell, location : Village limit",U696709S14055815,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,31/07/2023,01/08/2023,,460.804,0.9,1078.8,0.908,1.0,583.836,50.062,0.0,0.386,,0.0,122.704,42.92,7.26,,227,Karnataka,15,Mysuru,202,Hunsur,2579,Hegganduru,299737,Vaddambalu,Vaddambalu,618360.0,618360,Vaddambalu,1050,0,450,600,307,307,0,
224,224,158133.0,HUNSUR_HIRIKYATANAHALLY_HIRIKYATANAHALLY,43.98,43.98,43.98,Karnataka,Mysuru,Hunsur,Hirikyatanahally,Hirikyatanahally,"Source Type : Deep Tubewell, location : near road",U696709S16780264,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,29/11/2023,30/11/2023,,286.36,0.475,666.3333333333334,0.7516666666666666,1.0,335.06333333333333,38.80416666666667,0.0,0.2733333333333333,,0.0,62.63999999999999,29.266666666666666,7.441666666666666,,228,Karnataka,15,Mysuru,202,Hunsur,2579,Hirikyatanahally,63047,Hirikyatanahally,Hirikyathanahalli,618296.0,618296,Hirikyathanahalli,738,117,172,449,738,679,0,
225,225,158134.0,HUNSUR_HIRIKYATANAHALLY_MARURU,36.21,35.42,38.55,Karnataka,Mysuru,Hunsur,Hirikyatanahally,MARURU,School name : HPS,U696709S16752822,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,28/11/2023,29/11/2023,,375.73,0.6666666666666666,992.1666666666666,0.8250000000000001,1.0,491.10833333333335,58.45333333333334,0.0,0.3841666666666667,,0.0,96.3025,39.6675,7.425,,229,Karnataka,15,Mysuru,202,HUNSUR,2579,HIRIKYATANAHALLY,63047,MARURU,Marur,618295.0,618295,Marur,2334,287,670,1377,957,413,0,
226,226,158137.0,HUNSUR_HIRIKYATANAHALLY_MARURUKAVAL,50.12,50.12,50.12,Karnataka,Mysuru,Hunsur,Hirikyatanahally,Marurukaval,"Source Type : Deep Tubewell, location : near village road",U696709S16752801,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,28/11/2023,29/11/2023,,376.3333333333333,0.3666666666666667,852.6666666666666,0.8333333333333334,1.0,473.7600000000001,53.57,0.0,0.3233333333333333,,0.0,64.87666666666667,40.99,7.3,,230,Karnataka,15,Mysuru,202,Hunsur,2579,Hirikyatanahally,63047,Marurukaval,Marurkaval,618309.0,618309,Marurkaval,80,0,0,80,80,73,0,
227,227,158135.0,HUNSUR_HIRIKYATANAHALLY_SIRENAHALLI,25.01,25.01,25.01,Karnataka,Mysuru,Hunsur,Hirikyatanahally,SIRENAHALLI,"Source Type : Deep Tubewell, location : SC colony",U696709S16780371,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,27/11/2023,28/11/2023,,416.935,0.8,974.0,0.8425,1.0,509.96,65.98875,0.0,0.36,,0.0,116.55875,20.87,7.65,,231,Karnataka,15,Mysuru,202,HUNSUR,2579,HIRIKYATANAHALLY,63047,SIRENAHALLI,Sheerenahalli,618297.0,618297,Sheerenahalli,391,35,55,301,391,391,0,
228,228,158208.0,HUNSUR_HUSENPURA_AYARAHALLI,31.63,31.63,31.63,Karnataka,Mysuru,Hunsur,Husenpura,Ayarahalli,"Source Type : Deep Tubewell, location : village limit",U696709S18639542,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,26/02/2024,27/02/2024,,341.5225,0.4875,821.75,0.88375,1.0,454.41,36.92,0.0,0.32,,0.0,76.34875,36.61875,7.4875,,232,Karnataka,15,Mysuru,202,Hunsur,2579,Husenpura,299738,Ayarahalli,Ayarahalli,618438.0,618438,Ayarahalli,1010,51,230,729,296,215,0,
229,229,158108.0,HUNSUR_HUSENPURA_GERESANAHALLI,49.83,44.5,55.02,Karnataka,Mysuru,Hunsur,Husenpura,Geresanahalli,"Source Type : Deep Tubewell, location : village limit",U696709S18639562,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,26/02/2024,02/03/2024,,433.05285714285714,0.8642857142857142,992.2142857142856,0.9307142857142858,1.5714285714285714,558.985,50.46785714285714,0.0,0.3442857142857143,,0.0,104.68857142857144,36.175714285714285,7.414285714285714,,233,Karnataka,15,Mysuru,202,Hunsur,2579,Husenpura,299738,Geresanahalli,Gerasanahalli,618441.0,618441,Gerasanahalli,2270,429,66,1775,577,577,0,
230,230,158209.0,HUNSUR_HUSENPURA_HAROHALLI,49.62,49.62,49.62,Karnataka,Mysuru,Hunsur,Husenpura,Harohalli,"Source Type : Deep Tubewell, location : Near SC colony",U696709S18639526,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,26/02/2024,27/02/2024,,413.52,0.3666666666666667,973.3333333333334,1.0466666666666666,1.0,541.9283333333334,46.711666666666666,0.0,0.3233333333333333,,0.0,92.37833333333332,41.28833333333333,7.616666666666667,,234,Karnataka,15,Mysuru,202,Hunsur,2579,Husenpura,299738,Harohalli,Harohalli,618439.0,618439,Harohalli,559,271,0,288,130,130,0,
231,231,158207.0,HUNSUR_HUSENPURA_HUSENPURA,22.79,21.82,25.45,Karnataka,Mysuru,Hunsur,Husenpura,Husenpura,"Source Type : Deep Tubewell, location : village limit",U696709S18639553,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,26/02/2024,27/02/2024,,353.4647058823529,0.5764705882352942,758.3529411764706,0.8464705882352942,1.2352941176470589,422.9264705882353,30.7764705882353,0.0,0.3370588235294118,,0.0,58.43235294117648,14.873529411764704,7.505882352941176,,235,Karnataka,15,Mysuru,202,Hunsur,2579,Husenpura,299738,Husenpura,Husenpura,618442.0,618442,Husenpura,1678,319,0,1359,450,208,0,
232,232,158206.0,HUNSUR_HUSENPURA_KEMPANAHALLI,77.41,50.74,154.44,Karnataka,Mysuru,Hunsur,Husenpura,Kempanahalli,"Source Type : Deep Tubewell, location : viilage limit",U696709S18639608,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,26/02/2024,27/02/2024,,345.0618181818182,0.5545454545454546,771.8181818181819,0.8363636363636363,1.0,425.2181818181818,38.56272727272727,0.0,0.3245454545454546,,0.0,72.36181818181818,20.085454545454542,7.472727272727273,,236,Karnataka,15,Mysuru,202,Hunsur,2579,Husenpura,299738,Kempanahalli,Kempanahalli,618448.0,618448,Kempanahalli,1225,94,380,751,277,211,0,
233,233,158223.0,HUNSUR_JABAGERE_CHIKKADIGANAHALLI,45.07,45.07,45.07,Karnataka,Mysuru,Hunsur,JABAGERE,Chikkadiganahalli,"Source Type : Deep Tubewell, location : Near Village Limit",U696709S13883593,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,24/07/2023,25/09/2023,,430.5220000000001,0.86,958.2,0.836,1.1,514.9399999999999,44.466,,0.3419999999999999,,0.0,97.814,29.444,7.359999999999999,,237,Karnataka,15,Mysuru,202,Hunsur,2579,Jabagere,299739,Chikkadiganahalli,Chikkadiganahalli,618300.0,618300,Chikkadiganahalli,608,256,0,352,140,140,0,
234,234,158222.0,HUNSUR_JABAGERE_JABAGERE,48.47,45.92,49.3,Karnataka,Mysuru,Hunsur,JABAGERE,Jabagere,School name : L.P.S,U696709S13954400,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,26/07/2023,27/07/2023,,465.78,0.8937499999999999,1099.25,0.8250000000000001,1.0,569.729375,57.654375,,0.371875,,0.0,144.23,42.498125,7.4,,238,Karnataka,15,Mysuru,202,Hunsur,2579,Jabagere,299739,Jabagere,Jabagere,618299.0,618299,Jabagere,3198,180,1034,1984,690,690,0,
235,235,158221.0,HUNSUR_JABAGERE_KEREYUR,35.68,33.78,37.38,Karnataka,Mysuru,Hunsur,JABAGERE,KEREYUR,"Source Type : Deep Tubewell, location : village limit",U696709S13780411,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,20/07/2023,21/07/2023,,340.24666666666667,0.3999999999999999,771.3333333333334,0.7008333333333333,1.0,433.39,37.05083333333334,,0.3016666666666667,,0.0,72.03416666666666,17.005,7.433333333333334,,239,Karnataka,15,Mysuru,202,HUNSUR,2579,JABAGERE,299739,KEREYUR,Keriyuru,618301.0,618301,Keriyuru,1175,266,247,662,247,245,0,
236,236,158268.0,HUNSUR_KADEMANUGANHALLI_B.R.KAVAL,13.24,0.0,22.02,Karnataka,Mysuru,Hunsur,Kademanuganhalli,B.R.KAVAL,"Source Type : Deep Tubewell, location : Near Sannadevaraiah House",U696709S11633484,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,19/04/2023,20/04/2023,,407.0971428571429,0.9857142857142858,924.8571428571428,1.0385714285714287,1.0,490.9771428571429,55.42285714285714,,0.3542857142857142,,0.0,79.66285714285713,43.75857142857143,7.3428571428571425,,240,Karnataka,15,Mysuru,202,HUNSUR,2579,KADEMANUGANHALLI,299740,B.R.KAVAL,Kademanuganahalli,618365.0,618364,H.Boreroppadakaval,2693,598,768,1327,609,136,0,
237,237,158155.0,HUNSUR_KADEMANUGANHALLI_BEERATHAMMANAHALLI,39.79,19.1,49.85,Karnataka,Mysuru,Hunsur,Kademanuganhalli,Beerathammanahalli,"Source Type : Deep Tubewell, location : Near Road",U696709S11630790,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,18/04/2023,19/04/2023,,366.6022222222222,0.7777777777777778,852.6666666666666,0.8577777777777779,1.0,468.6122222222223,45.38555555555556,,0.3644444444444444,,0.0,68.26666666666667,39.99222222222223,7.455555555555555,,241,Karnataka,15,Mysuru,202,Hunsur,2579,Kademanuganhalli,299740,Beerathammanahalli,Beerathammanahalli,618356.0,618356,Beerathammanahalli,745,281,359,105,202,155,0,
